vm,script,mean_ns,median_ns,min_ns,max_ns,stddev_ns,iterations
haskell,multisig-sm-02,245791,245791,237719,254617,39475,0
opshin,multisig-sm-02,-1,-1,-1,-1,-1,0
plutuz,multisig-sm-02,494491,495190,457532,721727,23019,10000
scalus-cek,multisig-sm-02,279115,279115,279115,279115,0,1
scalus-jit,multisig-sm-02,539761,539761,539761,539761,0,1
uplc-turbo,multisig-sm-02,557556,555783,546874,579749,7792,100
blaze-jsc,multisig-sm-03,1333300,1333300,1074300,2452100,33599,375
blaze-v8,multisig-sm-03,1316100,1316100,1065500,2288000,29875,380
haskell,multisig-sm-03,200341,200341,199843,201479,3021,0
opshin,multisig-sm-03,-1,-1,-1,-1,-1,0
plutuz,multisig-sm-03,492805,484788,460834,725589,22516,10000
scalus-cek,multisig-sm-03,300956,300956,300956,300956,0,1
scalus-jit,multisig-sm-03,559206,559206,559206,559206,0,1
uplc-turbo,multisig-sm-03,558462,558145,553197,564407,2232,100
blaze-jsc,multisig-sm-04,1335400,1335400,1083600,2284700,32984,375
blaze-v8,multisig-sm-04,1401800,1401800,1089300,2254600,35605,358
haskell,multisig-sm-04,201492,201492,200638,202570,4428,0
opshin,multisig-sm-04,-1,-1,-1,-1,-1,0
plutuz,multisig-sm-04,502337,499348,466807,825831,22858,9954
scalus-cek,multisig-sm-04,290443,290443,290443,290443,0,1
scalus-jit,multisig-sm-04,512918,512918,512918,512918,0,1
uplc-turbo,multisig-sm-04,558231,558135,551603,567743,2120,100
blaze-jsc,multisig-sm-05,1749600,1749600,1412000,2724500,39715,286
blaze-v8,multisig-sm-05,1910900,1910900,1509300,4010700,48536,262
haskell,multisig-sm-05,288355,288355,286426,290351,8701,0
opshin,multisig-sm-05,-1,-1,-1,-1,-1,0
plutuz,multisig-sm-05,610880,613585,569972,785301,24253,8186
scalus-cek,multisig-sm-05,414284,414284,414284,414284,0,1
scalus-jit,multisig-sm-05,756370,756370,756370,756370,0,1
uplc-turbo,multisig-sm-05,724515,724290,705643,771615,8633,100
blaze-jsc,multisig-sm-06,1342200,1342200,1074600,2352100,34628,373
blaze-v8,multisig-sm-06,1524900,1524900,1114600,3576800,48339,328
haskell,multisig-sm-06,207335,207335,206542,208270,3902,0
opshin,multisig-sm-06,-1,-1,-1,-1,-1,0
plutuz,multisig-sm-06,508674,509012,473163,778049,24473,9830
scalus-cek,multisig-sm-06,283941,283941,283941,283941,0,1
scalus-jit,multisig-sm-06,530583,530583,530583,530583,0,1
uplc-turbo,multisig-sm-06,570529,570061,554600,597482,9295,100
blaze-jsc,multisig-sm-07,1314100,1314100,1049500,2466600,32983,381
blaze-v8,multisig-sm-07,1302600,1302600,1072800,2097200,28005,384
haskell,multisig-sm-07,203939,203939,202745,205574,6167,0
opshin,multisig-sm-07,-1,-1,-1,-1,-1,0
plutuz,multisig-sm-07,492921,484911,463121,681023,21557,10000
scalus-cek,multisig-sm-07,280497,280497,280497,280497,0,1
scalus-jit,multisig-sm-07,552520,552520,552520,552520,0,1
uplc-turbo,multisig-sm-07,555902,556139,547432,567204,2852,100
blaze-jsc,multisig-sm-08,1309300,1309300,1056100,2426400,33256,382
blaze-v8,multisig-sm-08,1336000,1336000,1095500,2431700,30594,375
haskell,multisig-sm-08,201512,201512,200309,202632,4722,0
opshin,multisig-sm-08,-1,-1,-1,-1,-1,0
plutuz,multisig-sm-08,495902,486562,466422,1126053,23791,10000
scalus-cek,multisig-sm-08,285875,285875,285875,285875,0,1
scalus-jit,multisig-sm-08,549467,549467,549467,549467,0,1
uplc-turbo,multisig-sm-08,552540,552256,547276,579916,4737,100
blaze-jsc,multisig-sm-09,1313500,1313500,1059700,2275300,32443,381
blaze-v8,multisig-sm-09,1339800,1339800,1097800,2896400,29743,374
haskell,multisig-sm-09,204326,204326,203452,205026,3045,0
opshin,multisig-sm-09,-1,-1,-1,-1,-1,0
plutuz,multisig-sm-09,491066,483393,463834,1047912,23153,10000
scalus-cek,multisig-sm-09,287877,287877,287877,287877,0,1
scalus-jit,multisig-sm-09,505650,505650,505650,505650,0,1
uplc-turbo,multisig-sm-09,572902,570001,561219,600557,9501,100
blaze-jsc,multisig-sm-10,1728300,1728300,1402800,2764400,38886,290
blaze-v8,multisig-sm-10,1745100,1745100,1419700,2798600,36123,287
haskell,multisig-sm-10,285608,285608,284063,287758,8543,0
opshin,multisig-sm-10,-1,-1,-1,-1,-1,0
plutuz,multisig-sm-10,593849,587489,565229,1041674,21118,8420
scalus-cek,multisig-sm-10,410142,410142,410142,410142,0,1
scalus-jit,multisig-sm-10,723888,723888,723888,723888,0,1
uplc-turbo,multisig-sm-10,723058,722343,706962,760644,7566,100
blaze-jsc,ping-pong-1,1090000,1090000,866800,2215500,25397,459
blaze-v8,ping-pong-1,1093600,1093600,894600,1991700,22746,458
haskell,ping-pong-1,168716,168716,168215,169228,2394,0
opshin,ping-pong-1,194660000,194660000,187740000,209420000,8090000,20
plutuz,ping-pong-1,420250,411455,388006,594736,24703,10000
scalus-cek,ping-pong-1,253175,253175,253175,253175,0,1
scalus-jit,ping-pong-1,231535,231535,231535,231535,0,1
uplc-turbo,ping-pong-1,473714,479160,458389,488577,9331,100
blaze-jsc,ping-pong-2,1098200,1098200,863900,1942700,25807,456
blaze-v8,ping-pong-2,1105600,1105600,903300,1993100,22996,453
haskell,ping-pong-2,165568,165568,165135,166169,2049,0
opshin,ping-pong-2,194590000,194590000,187760000,210410000,8240000,20
plutuz,ping-pong-2,417804,410597,393625,855575,22293,10000
scalus-cek,ping-pong-2,243641,243641,243641,243641,0,1
scalus-jit,ping-pong-2,223277,223277,223277,223277,0,1
uplc-turbo,ping-pong-2,464786,462392,458220,485776,6934,100
blaze-jsc,ping-pong_2-1,764900,764900,596400,1695400,17975,655
blaze-v8,ping-pong_2-1,774700,774700,604600,1531400,15958,646
haskell,ping-pong_2-1,102325,102325,101851,102980,2365,0
opshin,ping-pong_2-1,141050000,141050000,133020000,157870000,8400000,20
plutuz,ping-pong_2-1,321572,315998,305694,503132,13566,10000
scalus-cek,ping-pong_2-1,146921,146921,146921,146921,0,1
scalus-jit,ping-pong_2-1,85341,85341,85341,85341,0,1
uplc-turbo,ping-pong_2-1,345773,345396,338253,375400,3741,100
blaze-jsc,prism-1,533400,533400,443700,1044999,8214,938
blaze-v8,prism-1,537600,537600,459400,951300,6558,931
haskell,prism-1,80716,80716,80461,81011,1147,0
opshin,prism-1,85310000,85310000,81590000,102180000,5830000,24
plutuz,prism-1,178053,173889,170307,286406,9475,10000
scalus-cek,prism-1,112219,112219,112219,112219,0,1
scalus-jit,prism-1,13368,13368,13368,13368,0,1
uplc-turbo,prism-1,237605,230624,227325,303765,16955,100
blaze-jsc,prism-2,1295400,1295400,1083000,2070700,25389,387
blaze-v8,prism-2,1264400,1264400,1103100,2140400,20230,396
haskell,prism-2,207422,207422,206976,207946,2038,0
opshin,prism-2,228790000,228790000,218490000,248450000,9870000,20
plutuz,prism-2,487707,482102,452323,1606606,22268,10000
scalus-cek,prism-2,287331,287331,287331,287331,0,1
scalus-jit,prism-2,405458,405458,405458,405458,0,1
uplc-turbo,prism-2,571408,568277,557273,587195,9988,100
blaze-jsc,prism-3,1073900,1073900,901500,2025500,19008,466
blaze-v8,prism-3,1045099,1045099,898600,1757700,14944,479
haskell,prism-3,186101,186101,185300,186908,3694,0
opshin,prism-3,178020000,178020000,173910000,193240000,6280000,20
plutuz,prism-3,344456,338167,325366,4099840,41686,10000
scalus-cek,prism-3,268527,268527,268527,268527,0,1
scalus-jit,prism-3,68351,68351,68351,68351,0,1
uplc-turbo,prism-3,470631,473043,460590,484077,5904,100
blaze-jsc,pubkey-1,454800,454800,380900,1193400,7094,1100
blaze-v8,pubkey-1,444100,444100,388400,845100,5107,1126
haskell,pubkey-1,69259,69259,68982,69637,1439,0
opshin,pubkey-1,72740000,72740000,70360000,88110000,5080000,28
plutuz,pubkey-1,159962,156061,151668,250204,9039,10000
scalus-cek,pubkey-1,104080,104080,104080,104080,0,1
scalus-jit,pubkey-1,11767,11767,11767,11767,0,1
uplc-turbo,pubkey-1,204473,204933,200967,210762,2468,100
blaze-jsc,stablecoin_1-1,5352800,5352800,4690500,6260500,94744,94
blaze-v8,stablecoin_1-1,5545100,5545100,4697500,8368000,147499,91
haskell,stablecoin_1-1,501797,501797,500173,502945,6087,0
opshin,stablecoin_1-1,-1,-1,-1,-1,-1,0
plutuz,stablecoin_1-1,1027360,1025999,981167,4121674,49725,4867
scalus-cek,stablecoin_1-1,707205,707205,707205,707205,0,1
uplc-turbo,stablecoin_1-1,1165364,1164719,1154068,1228219,8565,100
blaze-jsc,stablecoin_1-2,604500,604500,508800,1394800,10155,828
blaze-v8,stablecoin_1-2,608700,608700,521499,1133000,7730,822
haskell,stablecoin_1-2,93818,93818,93587,94237,1263,0
opshin,stablecoin_1-2,94270000,94270000,91870000,110290000,4930000,22
plutuz,stablecoin_1-2,199253,195199,189066,276523,9796,10000
scalus-cek,stablecoin_1-2,132279,132279,132279,132279,0,1
scalus-jit,stablecoin_1-2,31577,31577,31577,31577,0,1
uplc-turbo,stablecoin_1-2,269186,269747,266134,276944,2169,100
blaze-jsc,stablecoin_1-3,5765100,5765100,5071300,6399700,99736,87
blaze-v8,stablecoin_1-3,5840800,5840800,5124000,6689500,108638,86
haskell,stablecoin_1-3,553694,553694,551862,555720,8410,0
opshin,stablecoin_1-3,-1,-1,-1,-1,-1,0
plutuz,stablecoin_1-3,1145402,1144445,1098344,1538274,22239,4366
scalus-cek,stablecoin_1-3,796449,796449,796449,796449,0,1
uplc-turbo,stablecoin_1-3,1308814,1303585,1292731,1347011,11781,100
blaze-jsc,stablecoin_1-4,634900,634900,540500,1252900,10285,788
blaze-v8,stablecoin_1-4,641000,641000,553900,1121600,8140,780
haskell,stablecoin_1-4,102077,102077,101517,102908,2829,0
opshin,stablecoin_1-4,99770000,99770000,96370000,117410000,5380000,21
plutuz,stablecoin_1-4,208893,204583,197822,1356717,15071,10000
scalus-cek,stablecoin_1-4,141547,141547,141547,141547,0,1
scalus-jit,stablecoin_1-4,34050,34050,34050,34050,0,1
uplc-turbo,stablecoin_1-4,285853,286541,278820,301427,4007,100
blaze-jsc,stablecoin_1-5,6788200,6788200,5856500,7531400,83494,74
blaze-v8,stablecoin_1-5,6806000,6806000,5923400,7603500,78268,74
haskell,stablecoin_1-5,713002,713002,710652,715533,10354,0
opshin,stablecoin_1-5,-1,-1,-1,-1,-1,0
plutuz,stablecoin_1-5,1427604,1421084,1358230,5449802,81400,3503
scalus-cek,stablecoin_1-5,1005905,1005905,1005905,1005905,0,1
uplc-turbo,stablecoin_1-5,1652634,1652201,1607941,1726159,18028,100
blaze-jsc,stablecoin_1-6,763900,763900,652900,1318700,11611,655
blaze-v8,stablecoin_1-6,773000,773000,670800,1240400,9353,647
haskell,stablecoin_1-6,122351,122351,121571,124197,4995,0
opshin,stablecoin_1-6,122160000,122160000,115580000,143180000,6130000,20
plutuz,stablecoin_1-6,242896,238126,230759,2446673,24882,10000
scalus-cek,stablecoin_1-6,170896,170896,170896,170896,0,1
scalus-jit,stablecoin_1-6,41079,41079,41079,41079,0,1
uplc-turbo,stablecoin_1-6,333264,331564,329171,341104,3276,100
blaze-jsc,stablecoin_2-1,5293000,5293000,4605100,6116500,96332,95
blaze-v8,stablecoin_2-1,5382200,5382200,4681700,6758700,107105,93
haskell,stablecoin_2-1,493639,493639,492158,496268,8748,0
opshin,stablecoin_2-1,-1,-1,-1,-1,-1,0
plutuz,stablecoin_2-1,1050138,1047212,995935,1536353,25067,4762
scalus-cek,stablecoin_2-1,697397,697397,697397,697397,0,1
uplc-turbo,stablecoin_2-1,1164762,1158645,1140942,1202775,15534,100
blaze-jsc,stablecoin_2-2,605900,605900,510000,1391500,10118,826
blaze-v8,stablecoin_2-2,611000,611000,526800,1211300,8004,819
haskell,stablecoin_2-2,96689,96689,96322,96917,1227,0
opshin,stablecoin_2-2,96440000,96440000,93330000,111830000,5220000,21
plutuz,stablecoin_2-2,201007,196657,191521,380480,10381,10000
scalus-cek,stablecoin_2-2,134062,134062,134062,134062,0,1
scalus-jit,stablecoin_2-2,32368,32368,32368,32368,0,1
uplc-turbo,stablecoin_2-2,273515,271543,269196,295015,3932,100
blaze-jsc,stablecoin_2-3,5804900,5804900,5041500,6896100,109132,87
blaze-v8,stablecoin_2-3,5802500,5802500,5053800,7162500,111988,87
haskell,stablecoin_2-3,556595,556595,554796,559027,8647,0
opshin,stablecoin_2-3,-1,-1,-1,-1,-1,0
plutuz,stablecoin_2-3,1136731,1134604,1086710,5199807,64733,4399
scalus-cek,stablecoin_2-3,790754,790754,790754,790754,0,1
uplc-turbo,stablecoin_2-3,1299476,1290216,1282984,1378483,21791,100
blaze-jsc,stablecoin_2-4,641200,641200,538800,1198600,10515,780
blaze-v8,stablecoin_2-4,648600,648600,555900,1202900,8172,771
haskell,stablecoin_2-4,99273,99273,99035,99578,1205,0
opshin,stablecoin_2-4,103320000,103320000,99100000,121840000,5730000,20
plutuz,stablecoin_2-4,206388,200984,194749,530506,14161,10000
scalus-cek,stablecoin_2-4,139624,139624,139624,139624,0,1
scalus-jit,stablecoin_2-4,32822,32822,32822,32822,0,1
uplc-turbo,stablecoin_2-4,284813,284110,279101,291441,2835,100
blaze-jsc,token-account-1,581700,581700,479100,1614100,10703,860
blaze-v8,token-account-1,582200,582200,489400,1103200,8674,859
haskell,token-account-1,93562,93562,93334,93848,1164,0
opshin,token-account-1,109580000,109580000,106130000,127470000,5700000,20
plutuz,token-account-1,217822,212779,208943,319087,10766,10000
scalus-cek,token-account-1,134517,134517,134517,134517,0,1
scalus-jit,token-account-1,23061,23061,23061,23061,0,1
uplc-turbo,token-account-1,267774,267109,265759,273046,1650,100
blaze-jsc,token-account-2,916000,916000,765900,1565800,14198,547
blaze-v8,token-account-2,897100,897100,774300,1537700,11572,558
haskell,token-account-2,162219,162219,161800,162617,1717,0
opshin,token-account-2,170270000,170270000,166230000,189270000,6090000,20
plutuz,token-account-2,300231,295175,283876,2684847,26865,10000
scalus-cek,token-account-2,242302,242302,242302,242302,0,1
scalus-jit,token-account-2,40112,40112,40112,40112,0,1
uplc-turbo,token-account-2,412028,407888,402432,454023,8074,100
blaze-jsc,uniswap-1,1121800,1121800,932700,1838900,19855,446
blaze-v8,uniswap-1,1071500,1071500,913400,1550300,15322,467
haskell,uniswap-1,196246,196246,195894,196594,1431,0
opshin,uniswap-1,218830000,218830000,212210000,235490000,6890000,20
plutuz,uniswap-1,351537,345848,335189,1268424,18524,10000
scalus-cek,uniswap-1,319008,319008,319008,319008,0,1
scalus-jit,uniswap-1,43091,43091,43091,43091,0,1
uplc-turbo,uniswap-1,466098,464240,459381,479791,4821,100
blaze-jsc,uniswap-2,691000,691000,565500,1585500,12852,724
blaze-v8,uniswap-2,674700,674700,573000,1303500,10053,742
haskell,uniswap-2,108656,108656,107898,110193,4278,0
opshin,uniswap-2,121500000,121500000,117560000,137490000,6470000,20
plutuz,uniswap-2,245755,239960,235272,684507,12907,10000
scalus-cek,uniswap-2,157250,157250,157250,157250,0,1
scalus-jit,uniswap-2,32994,32994,32994,32994,0,1
uplc-turbo,uniswap-2,310971,312321,305713,314852,2532,100
blaze-jsc,uniswap-3,5198600,5198600,4819800,6100200,46267,97
blaze-v8,uniswap-3,5030600,5030600,4708600,5860400,42760,100
haskell,uniswap-3,867116,867116,864528,870130,12049,0
opshin,uniswap-3,757840000,757840000,733300000,781810000,13650000,20
plutuz,uniswap-3,1391747,1387797,1327117,5494195,74721,3593
scalus-cek,uniswap-3,1190092,1190092,1190092,1190092,0,1
uplc-turbo,uniswap-3,1769816,1772690,1752922,1800575,10718,100
blaze-jsc,uniswap-4,1001300,1001300,858500,1786200,15720,500
blaze-v8,uniswap-4,993900,993900,860400,2954400,13616,504
haskell,uniswap-4,159259,159259,158634,159845,2607,0
opshin,uniswap-4,147940000,147940000,142960000,164710000,5130000,20
plutuz,uniswap-4,300580,295203,286692,1737817,19617,10000
scalus-cek,uniswap-4,224312,224312,224312,224312,0,1
scalus-jit,uniswap-4,55946,55946,55946,55946,0,1
uplc-turbo,uniswap-4,439686,440226,428238,491591,8402,100
blaze-jsc,uniswap-5,3571000,3571000,2866700,4418400,64635,141
blaze-v8,uniswap-5,3457600,3457600,2868800,4206200,52555,145
haskell,uniswap-5,570762,570762,569341,573274,7999,0
opshin,uniswap-5,516950000,516950000,498060000,550410000,12490000,20
plutuz,uniswap-5,973830,970651,928929,3614272,44013,5135
scalus-cek,uniswap-5,759102,759102,759102,759102,0,1
uplc-turbo,uniswap-5,1287047,1294302,1253914,1353213,21960,100
blaze-jsc,uniswap-6,952500,952500,816200,1704200,14859,525
blaze-v8,uniswap-6,936200,936200,827700,1545800,10298,535
haskell,uniswap-6,152089,152089,151509,152739,2697,0
opshin,uniswap-6,145850000,145850000,141970000,163090000,6560000,20
plutuz,uniswap-6,285463,280334,270445,552257,13959,10000
scalus-cek,uniswap-6,215528,215528,215528,215528,0,1
scalus-jit,uniswap-6,53600,53600,53600,53600,0,1
uplc-turbo,uniswap-6,408903,406284,404322,427121,4713,100
blaze-jsc,vesting-1,1011400,1011400,819900,1890600,21340,495
blaze-v8,vesting-1,980400,980400,816000,1539900,15588,510
haskell,vesting-1,173465,173465,173066,174075,2053,0
opshin,vesting-1,187120000,187120000,181360000,202410000,7760000,20
plutuz,vesting-1,350019,344442,330039,727698,17810,10000
scalus-cek,vesting-1,249634,249634,249634,249634,0,1
scalus-jit,vesting-1,80645,80645,80645,80645,0,1
uplc-turbo,vesting-1,441149,436946,430470,455957,7394,100
chrysalis,auction_1-1,196375,195455,195122,198547,1888,3
chrysalis-aot,auction_1-1,194000,193680,193628,194690,598,3
chrysalis,auction_1-2,698384,698402,696990,699759,1384,3
chrysalis-aot,auction_1-2,713647,714185,710907,715848,2513,3
chrysalis,auction_1-3,726899,729127,706065,745507,19814,3
chrysalis-aot,auction_1-3,701518,701112,699531,703909,2217,3
chrysalis,auction_1-4,233660,233671,233247,234061,406,3
chrysalis-aot,auction_1-4,228926,228985,228666,229129,237,3
chrysalis,auction_2-1,204087,204221,203192,204850,836,3
chrysalis-aot,auction_2-1,196872,197409,194961,198247,1707,3
chrysalis,auction_2-2,716184,713598,707623,727331,10105,3
chrysalis-aot,auction_2-2,720870,717406,715968,729236,7280,3
chrysalis,auction_2-3,880516,880400,878657,882491,1919,3
chrysalis-aot,auction_2-3,904171,906153,897166,909193,6253,3
chrysalis,auction_2-4,698043,698399,694791,700940,3089,3
chrysalis-aot,auction_2-4,713020,714727,706556,717777,5802,3
chrysalis,auction_2-5,234702,233393,233276,237437,2369,3
chrysalis-aot,auction_2-5,240773,239014,237385,245920,4531,3
chrysalis,coop-1,203895,202278,202107,207299,2949,3
chrysalis-aot,coop-1,204976,205261,204127,205538,747,3
chrysalis,coop-2,609906,609392,607586,612739,2614,3
chrysalis-aot,coop-2,620990,620396,611561,631015,9740,3
chrysalis,coop-3,1977713,1967052,1943991,2022096,40129,3
chrysalis-aot,coop-3,2154835,2143216,1991776,2329512,169167,3
chrysalis,coop-4,771996,767285,765991,782713,9303,3
chrysalis-aot,coop-4,831347,826774,822003,845264,12286,3
chrysalis,coop-5,383044,383344,382181,383607,758,3
chrysalis-aot,coop-5,388877,388339,384118,394174,5049,3
chrysalis,coop-6,520716,521289,515507,525354,4948,3
chrysalis-aot,coop-6,539633,539371,539153,540376,652,3
chrysalis,coop-7,270265,270367,269478,270948,740,3
chrysalis-aot,coop-7,280717,279522,278378,284251,3113,3
chrysalis,crowdfunding-success-1,231511,231442,231033,232059,516,3
chrysalis-aot,crowdfunding-success-1,225700,226650,223475,226974,1933,3
chrysalis,crowdfunding-success-2,230539,229721,227245,234652,3770,3
chrysalis-aot,crowdfunding-success-2,222527,222447,222108,223027,464,3
chrysalis,crowdfunding-success-3,239288,239682,236975,241207,2143,3
chrysalis-aot,crowdfunding-success-3,230281,229410,222188,239245,8562,3
chrysalis,currency-1,286219,286162,285532,286965,718,3
chrysalis-aot,currency-1,279273,278691,278591,280536,1094,3
chrysalis,escrow-redeem_1-1,393360,377151,376914,426017,28281,3
chrysalis-aot,escrow-redeem_1-1,377603,378647,373142,381020,4041,3
chrysalis,escrow-redeem_1-2,376383,377464,373309,378376,2700,3
chrysalis-aot,escrow-redeem_1-2,385060,383755,382313,389111,3581,3
chrysalis,escrow-redeem_2-1,426120,426071,425158,427129,986,3
chrysalis-aot,escrow-redeem_2-1,423859,421987,421460,428132,3709,3
chrysalis,escrow-redeem_2-2,425814,425596,425487,426358,474,3
chrysalis-aot,escrow-redeem_2-2,423594,423699,417993,429090,5549,3
chrysalis,escrow-redeem_2-3,430785,430833,429454,432068,1307,3
chrysalis-aot,escrow-redeem_2-3,417618,417655,415674,419525,1925,3
chrysalis,escrow-refund-1,215948,215922,215010,216911,950,3
chrysalis-aot,escrow-refund-1,205831,202809,202523,212161,5483,3
chrysalis,future-increase-margin-1,289524,289073,287512,291988,2272,3
chrysalis-aot,future-increase-margin-1,286625,286832,285937,287105,611,3
chrysalis,future-increase-margin-2,535489,532089,531208,543169,6665,3
chrysalis-aot,future-increase-margin-2,541694,539930,539678,545472,3274,3
chrysalis,future-increase-margin-3,533978,534633,531551,535750,2175,3
chrysalis-aot,future-increase-margin-3,547393,548927,537463,555790,9259,3
chrysalis,future-increase-margin-4,617735,616204,614498,622503,4216,3
chrysalis-aot,future-increase-margin-4,617160,617250,615937,618293,1180,3
chrysalis,future-increase-margin-5,959434,955158,952707,970438,9608,3
chrysalis-aot,future-increase-margin-5,927434,926674,926508,929120,1462,3
chrysalis,future-pay-out-1,289680,290220,288191,290628,1305,3
chrysalis-aot,future-pay-out-1,290351,288700,287995,294358,3487,3
chrysalis,future-pay-out-2,563301,550204,538634,601066,33212,3
chrysalis-aot,future-pay-out-2,540186,539682,539326,541550,1194,3
chrysalis,future-pay-out-3,538638,538619,538237,539059,411,3
chrysalis-aot,future-pay-out-3,542757,539881,539012,549378,5750,3
chrysalis,future-pay-out-4,944589,946160,940706,946900,3382,3
chrysalis-aot,future-pay-out-4,968038,946543,936703,1020867,46015,3
chrysalis,future-settle-early-1,283998,284006,283904,284084,90,3
chrysalis-aot,future-settle-early-1,284143,284165,283437,284827,695,3
chrysalis,future-settle-early-2,548954,544786,537476,564599,14033,3
chrysalis-aot,future-settle-early-2,549611,549188,543009,556636,6823,3
chrysalis,future-settle-early-3,545914,545641,545233,546868,851,3
chrysalis-aot,future-settle-early-3,530073,530347,527685,532186,2263,3
chrysalis,future-settle-early-4,738262,738087,737232,739467,1128,3
chrysalis-aot,future-settle-early-4,730303,727615,725852,737441,6244,3
chrysalis,game-sm-success_1-1,480427,472683,471692,496905,14279,3
chrysalis-aot,game-sm-success_1-1,463803,463343,463256,464811,874,3
chrysalis,game-sm-success_1-2,204097,203487,202849,205954,1639,3
chrysalis-aot,game-sm-success_1-2,202707,202458,201336,204327,1510,3
chrysalis,game-sm-success_1-3,702625,697836,696328,713711,9630,3
chrysalis-aot,game-sm-success_1-3,702999,703376,695689,709932,7129,3
chrysalis,game-sm-success_1-4,231705,230920,229620,234575,2569,3
chrysalis-aot,game-sm-success_1-4,227596,228599,224170,230018,3050,3
chrysalis,game-sm-success_2-1,480652,480076,474391,487490,6568,3
chrysalis-aot,game-sm-success_2-1,456882,455880,455639,459127,1947,3
chrysalis,game-sm-success_2-2,204237,203856,203355,205499,1121,3
chrysalis-aot,game-sm-success_2-2,198298,198319,197982,198592,305,3
chrysalis,game-sm-success_2-3,717340,717690,696964,737366,20203,3
chrysalis-aot,game-sm-success_2-3,710575,718785,692660,720280,15532,3
chrysalis,game-sm-success_2-4,228088,228155,227557,228551,500,3
chrysalis-aot,game-sm-success_2-4,225951,227042,222186,228626,3355,3
chrysalis,game-sm-success_2-5,726097,727313,722581,728398,3093,3
chrysalis-aot,game-sm-success_2-5,688397,688510,687980,688702,373,3
chrysalis,game-sm-success_2-6,229687,230288,228244,230529,1255,3
chrysalis-aot,game-sm-success_2-6,226875,226349,223264,231013,3900,3
chrysalis,guardrail-sorted-large,404078,404065,402866,405303,1218,3
chrysalis-aot,guardrail-sorted-large,422004,423181,419129,423702,2503,3
chrysalis,guardrail-sorted-small,102829,101100,97101,110286,6760,3
chrysalis-aot,guardrail-sorted-small,97828,96933,96868,99683,1606,3
chrysalis,guardrail-unsorted-large,544696,544911,542462,546715,2134,3
chrysalis-aot,guardrail-unsorted-large,579189,581103,567783,588682,10580,3
chrysalis,guardrail-unsorted-small,97389,97516,96188,98463,1143,3
chrysalis-aot,guardrail-unsorted-small,97502,97563,97350,97593,132,3
chrysalis,multisig-sm-01,508724,506216,499764,520191,10441,3
chrysalis-aot,multisig-sm-01,492432,492672,491769,492854,580,3
chrysalis,multisig-sm-02,492601,491763,487917,498123,5154,3
chrysalis-aot,multisig-sm-02,481048,480122,479981,483042,1728,3
chrysalis,multisig-sm-03,501486,500662,499243,504554,2750,3
chrysalis-aot,multisig-sm-03,484533,483753,483348,486499,1714,3
chrysalis,multisig-sm-04,518911,513795,512858,530081,9684,3
chrysalis-aot,multisig-sm-04,502793,503063,502137,503180,571,3
chrysalis,multisig-sm-05,680627,683219,673617,685046,6139,3
chrysalis-aot,multisig-sm-05,648213,644300,643428,656910,7544,3
chrysalis,multisig-sm-06,532157,535021,516454,544997,14485,3
chrysalis-aot,multisig-sm-06,493102,493104,492881,493321,219,3
chrysalis,multisig-sm-07,511519,512867,502224,519467,8699,3
chrysalis-aot,multisig-sm-07,491502,491946,486723,495838,4573,3
chrysalis,multisig-sm-08,495632,495821,495189,495886,385,3
chrysalis-aot,multisig-sm-08,492882,493895,487410,497342,5042,3
chrysalis,multisig-sm-09,503115,502947,502936,503462,300,3
chrysalis-aot,multisig-sm-09,497127,495438,488921,507020,9166,3
chrysalis,multisig-sm-10,663767,664558,658225,668519,5192,3
chrysalis-aot,multisig-sm-10,647386,648405,644920,648834,2146,3
chrysalis,ping-pong-1,413333,412980,412318,414701,1230,3
chrysalis-aot,ping-pong-1,417878,418028,415325,420283,2482,3
chrysalis,ping-pong-2,431615,431875,425352,437619,6137,3
chrysalis-aot,ping-pong-2,415823,415801,413495,418174,2340,3
chrysalis,ping-pong_2-1,314868,310907,306919,326779,10506,3
chrysalis-aot,ping-pong_2-1,288689,288770,288237,289061,417,3
chrysalis,prism-1,176486,176557,176227,176675,232,3
chrysalis-aot,prism-1,170964,170928,170735,171228,248,3
chrysalis,prism-2,490943,491317,490149,491364,688,3
chrysalis-aot,prism-2,489381,488036,482711,497395,7433,3
chrysalis,prism-3,376949,377004,376620,377223,305,3
chrysalis-aot,prism-3,385828,380979,380506,395998,8810,3
chrysalis,pubkey-1,158650,158685,158323,158943,311,3
chrysalis-aot,pubkey-1,157854,155132,152813,165616,6821,3
chrysalis,stablecoin_1-1,1112502,1098196,1089722,1149589,32396,3
chrysalis-aot,stablecoin_1-1,1090870,1088089,1084993,1099529,7656,3
chrysalis,stablecoin_1-2,206979,207219,205148,208570,1723,3
chrysalis-aot,stablecoin_1-2,200572,200567,199246,201903,1328,3
chrysalis,stablecoin_1-3,1239810,1240061,1233952,1245417,5736,3
chrysalis-aot,stablecoin_1-3,1222778,1225173,1208262,1234898,13478,3
chrysalis,stablecoin_1-4,213510,212174,208665,219692,5633,3
chrysalis-aot,stablecoin_1-4,209536,206713,206571,215324,5012,3
chrysalis,stablecoin_1-5,1554032,1570194,1520687,1571214,28881,3
chrysalis-aot,stablecoin_1-5,1512355,1509692,1504985,1522387,9001,3
chrysalis,stablecoin_1-6,248259,245966,244035,254775,5725,3
chrysalis-aot,stablecoin_1-6,247643,247726,246434,248769,1169,3
